;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;green_hist_score;blue_hist_score;edges_score;entropy_score;vevo
4524;4524;hahlygBa6yQ;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4525;4525;hbcH02YynOA;12;['images\\maxresdefault\\4525_US_hbcH02YynOA_0.jpg'];[False];[200];['person', 'person', 'cell phone'];[0.89331496, 0.8713689, 0.6061279];" 
";['happy', 'happy'];[([(255, 255, 255), 'White'], 5872.0), ([(215, 175, 175), 'MistyRose3'], 4569.0), ([(238, 238, 238), 'Grey93'], 4094.0), ([(135, 95, 95), 'LightPink4'], 2839.0), ([(175, 135, 135), 'RosyBrown'], 2336.0)];[([(192, 192, 192), 'Silver'], 7242.0), ([(255, 255, 255), 'White'], 6501.0), ([(128, 128, 128), 'Gray'], 3889.0), ([(128, 0, 0), 'Maroon'], 1353.0), ([(0, 0, 0), 'Black'], 850.0)];920525.0;1065861.0;5250.328125;5392.283203125;4922.0185546875;5730.57470703125;1678496.0;339.16760096098847;False
4526;4526;hcfMZ6qjdXM;3;['images\\maxresdefault\\4526_US_hcfMZ6qjdXM_0.jpg'];[False];[200];[];[];" 

“SCIENCETAKE
";[];[([(95, 95, 135), 'MediumPurple4'], 23888.0), ([(95, 135, 175), 'SteelBlue'], 5671.0), ([(135, 215, 255), 'SkyBlue1'], 5286.0), ([(135, 175, 215), 'LightSkyBlue3'], 3930.0), ([(95, 135, 135), 'PaleTurquoise4'], 3309.0)];[([(192, 192, 192), 'Silver'], 12607.0), ([(128, 128, 128), 'Gray'], 6575.0), ([(255, 255, 255), 'White'], 1276.0), ([(0, 128, 128), 'Teal'], 154.0), ([(0, 0, 128), 'Navy'], 91.0)];1190947.0;1082653.0;7729.3154296875;9119.978515625;7810.771484375;8632.2158203125;1679909.0;226.99359341036495;False
4527;4527;hdoLeKGoSjw;10;['images\\maxresdefault\\4527_US_hdoLeKGoSjw_0.jpg'];[False];[200];['hair drier', 'person', 'person'];[0.79934615, 0.72690237, 0.588308];" 
";['surprise'];[([(238, 238, 238), 'Grey93'], 3599.0), ([(88, 88, 88), 'Grey35'], 3585.0), ([(78, 78, 78), 'Grey30'], 3259.0), ([(135, 95, 95), 'LightPink4'], 3249.0), ([(135, 215, 215), 'DarkSlateGray3'], 2847.0)];[([(192, 192, 192), 'Silver'], 7431.0), ([(128, 128, 128), 'Gray'], 7062.0), ([(0, 0, 0), 'Black'], 2465.0), ([(255, 255, 255), 'White'], 1949.0), ([(128, 0, 0), 'Maroon'], 853.0)];1164308.0;1137225.0;5085.52783203125;4065.26171875;4740.970703125;5374.4482421875;1679382.0;233.90916371124587;False
4528;4528;hf_YjzEvYeQ;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4529;4529;hgtR0o6OjjU;1;['images\\maxresdefault\\4529_US_hgtR0o6OjjU_0.jpg'];[False];[200];['person', 'sports ball'];[0.87572426, 0.68088245];" 
";[];[([(8, 8, 8), 'Grey3'], 25708.0), ([(18, 18, 18), 'Grey7'], 13271.0), ([(28, 28, 28), 'Grey11'], 5173.0), ([(38, 38, 38), 'Grey15'], 1653.0), ([(135, 95, 95), 'LightPink4'], 789.0)];[([(0, 0, 0), 'Black'], 15835.0), ([(128, 128, 128), 'Gray'], 2133.0), ([(128, 0, 0), 'Maroon'], 1188.0), ([(128, 128, 0), 'Olive'], 758.0), ([(192, 192, 192), 'Silver'], 362.0)];1234025.0;1362367.0;9164.298828125;8365.83203125;9024.130859375;8746.0068359375;1679649.0;360.0503374899897;False
4530;4530;hhiD-TKYqHk;13;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4531;4531;hiBPUpCJ7MQ;23;['images\\maxresdefault\\4531_US_hiBPUpCJ7MQ_0.jpg'];[False];[200];[];[];"eg ry] a

a

 
";[];[([(95, 95, 135), 'MediumPurple4'], 40597.0), ([(175, 175, 215), 'LightSteelBlue3'], 1972.0), ([(238, 238, 238), 'Grey93'], 1246.0), ([(255, 255, 255), 'White'], 1045.0), ([(218, 218, 218), 'Grey85'], 758.0)];[([(128, 128, 128), 'Gray'], 14349.0), ([(192, 192, 192), 'Silver'], 3774.0), ([(255, 255, 255), 'White'], 2293.0), ([(0, 0, 128), 'Navy'], 183.0), ([(0, 128, 128), 'Teal'], 87.0)];1530580.0;1390912.0;9442.5146484375;9944.8134765625;9474.1923828125;9494.169921875;1679956.0;520.6509552682759;False
4532;4532;hiGqKwy4yM0;6;['images\\maxresdefault\\4532_US_hiGqKwy4yM0_0.jpg'];[False];[200];['person'];[0.5083085];" 
";[];[([(255, 255, 255), 'White'], 29747.0), ([(18, 18, 18), 'Grey7'], 3126.0), ([(8, 8, 8), 'Grey3'], 2376.0), ([(28, 28, 28), 'Grey11'], 2307.0), ([(38, 38, 38), 'Grey15'], 1927.0)];[([(255, 255, 255), 'White'], 6941.0), ([(0, 0, 0), 'Black'], 6002.0), ([(192, 192, 192), 'Silver'], 5128.0), ([(128, 128, 128), 'Gray'], 2027.0), ([(128, 0, 0), 'Maroon'], 348.0)];1181722.0;1272736.0;7576.87109375;7428.470703125;7545.65478515625;7583.9140625;1679706.0;1160.4835831140601;False
4533;4533;higZGd1fU4Q;3;['images\\maxresdefault\\4533_US_higZGd1fU4Q_0.jpg'];[False];[200];['potted plant', 'potted plant', 'potted plant', 'potted plant', 'potted plant'];[0.64208806, 0.6205502, 0.5810063, 0.5690484, 0.55398375];" 

91g ONIAM
";[];[([(255, 255, 255), 'White'], 5021.0), ([(208, 208, 208), 'Grey82'], 2901.0), ([(28, 28, 28), 'Grey11'], 2577.0), ([(18, 18, 18), 'Grey7'], 2426.0), ([(95, 95, 0), 'Orange4'], 2419.0)];[([(192, 192, 192), 'Silver'], 6793.0), ([(128, 128, 0), 'Olive'], 4605.0), ([(128, 128, 128), 'Gray'], 4209.0), ([(0, 0, 0), 'Black'], 2219.0), ([(128, 0, 0), 'Maroon'], 1932.0)];975207.0;1021762.0;3510.41748046875;1879.6038818359375;3758.551025390625;3715.56591796875;1678063.0;314.8892575220226;False
4534;4534;hivGryRKGvk;5;['images\\maxresdefault\\4534_US_hivGryRKGvk_0.jpg'];[False];[200];['truck', 'person'];[0.8157454, 0.7904204];" 
";[];[([(108, 108, 108), 'Grey42'], 6329.0), ([(118, 118, 118), 'Grey46'], 5642.0), ([(128, 128, 128), 'Grey'], 5535.0), ([(78, 78, 78), 'Grey30'], 4115.0), ([(88, 88, 88), 'Grey35'], 3804.0)];[([(128, 128, 128), 'Gray'], 9406.0), ([(0, 0, 0), 'Black'], 5298.0), ([(192, 192, 192), 'Silver'], 3631.0), ([(255, 255, 255), 'White'], 1519.0), ([(128, 0, 0), 'Maroon'], 483.0)];1079352.0;993759.0;5980.33349609375;6099.9853515625;6177.04541015625;6809.7724609375;1679054.0;220.33222743393208;False
4535;4535;hjZJaf6FbOw;1;['images\\maxresdefault\\4535_US_hjZJaf6FbOw_0.jpg'];[False];[200];['person'];[0.7599196];" 
";['happy', 'happy'];[([(8, 8, 8), 'Grey3'], 11332.0), ([(0, 0, 0), 'Black'], 7639.0), ([(255, 255, 255), 'White'], 3771.0), ([(28, 28, 28), 'Grey11'], 3398.0), ([(18, 18, 18), 'Grey7'], 3333.0)];[([(0, 0, 0), 'Black'], 10291.0), ([(128, 128, 128), 'Gray'], 4000.0), ([(255, 255, 255), 'White'], 2137.0), ([(192, 192, 192), 'Silver'], 1636.0), ([(0, 0, 128), 'Navy'], 1297.0)];1177176.0;1196608.0;4325.8427734375;3901.455078125;4156.1845703125;4426.1513671875;1678718.0;276.31861343095756;False
4536;4536;hkFYWyy9Jek;2;['images\\maxresdefault\\4536_US_hkFYWyy9Jek_0.jpg'];[False];[200];['person', 'person', 'cup'];[0.95242274, 0.9268643, 0.6780253];"   
 

ros

NS
";['neutral', 'happy'];[([(18, 18, 18), 'Grey7'], 7209.0), ([(38, 38, 38), 'Grey15'], 5862.0), ([(28, 28, 28), 'Grey11'], 5667.0), ([(68, 68, 68), 'Grey27'], 3700.0), ([(48, 48, 48), 'Grey19'], 3431.0)];[([(0, 0, 0), 'Black'], 6885.0), ([(128, 128, 128), 'Gray'], 4104.0), ([(192, 192, 192), 'Silver'], 4055.0), ([(128, 0, 0), 'Maroon'], 1791.0), ([(255, 255, 255), 'White'], 1426.0)];1188335.0;1020345.0;3901.0498046875;3015.9228515625;3751.07763671875;3910.607421875;1678975.0;269.2749113373756;False
4537;4537;hlGm5tse8ek;5;['images\\maxresdefault\\4537_US_hlGm5tse8ek_0.jpg'];[False];[200];['person', 'tie'];[0.9578976, 0.5905248];"       
 

‘

>e
Sere mecsy(eD
";['neutral'];[([(38, 38, 38), 'Grey15'], 11114.0), ([(48, 48, 48), 'Grey19'], 5001.0), ([(28, 28, 28), 'Grey11'], 4953.0), ([(68, 68, 68), 'Grey27'], 4906.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3108.0)];[([(128, 128, 128), 'Gray'], 8689.0), ([(0, 0, 0), 'Black'], 6364.0), ([(192, 192, 192), 'Silver'], 3544.0), ([(0, 0, 128), 'Navy'], 980.0), ([(255, 255, 255), 'White'], 367.0)];1257011.0;884578.0;5559.37451171875;5299.46630859375;5432.79296875;5178.3154296875;1679076.0;206.8834229493193;False
4538;4538;hlb3gGNBHFE;14;['images\\maxresdefault\\4538_US_hlb3gGNBHFE_0.jpg'];[False];[200];['person', 'person'];[0.95320284, 0.9379939];" 
";['neutral'];[([(135, 95, 95), 'LightPink4'], 13706.0), ([(78, 78, 78), 'Grey30'], 5243.0), ([(68, 68, 68), 'Grey27'], 4294.0), ([(58, 58, 58), 'Grey23'], 4142.0), ([(48, 48, 48), 'Grey19'], 3735.0)];[([(128, 128, 128), 'Gray'], 6472.0), ([(192, 192, 192), 'Silver'], 4692.0), ([(0, 0, 0), 'Black'], 4397.0), ([(128, 128, 0), 'Olive'], 2406.0), ([(128, 0, 0), 'Maroon'], 2193.0)];1227428.0;1064996.0;5710.37353515625;5152.0693359375;6119.912109375;6716.9453125;1678137.0;172.59695686992336;False
4539;4539;hlrvK4xnLKA;9;['images\\maxresdefault\\4539_US_hlrvK4xnLKA_0.jpg'];[False];[200];['person', 'toothbrush'];[0.9471827, 0.5910063];" 
";[];[([(215, 175, 135), 'Tan'], 11041.0), ([(255, 215, 175), 'NavajoWhite1'], 9793.0), ([(255, 215, 215), 'MistyRose1'], 4279.0), ([(215, 215, 175), 'LightYellow3'], 3839.0), ([(198, 198, 198), 'Grey78'], 3585.0)];[([(192, 192, 192), 'Silver'], 15841.0), ([(128, 128, 128), 'Gray'], 3182.0), ([(255, 255, 255), 'White'], 773.0), ([(128, 0, 0), 'Maroon'], 379.0), ([(128, 128, 0), 'Olive'], 238.0)];835400.0;933751.0;8285.0322265625;7649.36669921875;8006.2412109375;8716.3251953125;1679473.0;204.69259810090378;False
4540;4540;hmkSBiZ6XoQ;12;['images\\maxresdefault\\4540_US_hmkSBiZ6XoQ_0.jpg'];[False];[200];['person'];[0.5937904];;['happy'];[([(255, 255, 255), 'White'], 9604.0), ([(255, 0, 215), 'Magenta2'], 6662.0), ([(238, 238, 238), 'Grey93'], 3044.0), ([(95, 175, 215), 'SkyBlue3'], 1593.0), ([(38, 38, 38), 'Grey15'], 1399.0)];[([(255, 255, 255), 'White'], 6647.0), ([(192, 192, 192), 'Silver'], 6013.0), ([(255, 0, 255), 'Magenta'], 3386.0), ([(128, 128, 128), 'Gray'], 3233.0), ([(0, 0, 0), 'Black'], 655.0)];1073222.0;1020468.0;5283.712890625;7163.298828125;4050.18212890625;4640.85595703125;1678496.0;256.486900812264;False
4541;4541;hms9nX3RUdk;5;['images\\maxresdefault\\4541_US_hms9nX3RUdk_0.jpg'];[False];[200];['person', 'refrigerator', 'vase', 'vase'];[0.8517595, 0.5855008, 0.57245725, 0.54734564];" 
";['neutral'];[([(218, 218, 218), 'Grey85'], 4855.0), ([(168, 168, 168), 'Grey66'], 3755.0), ([(215, 175, 175), 'MistyRose3'], 3296.0), ([(198, 198, 198), 'Grey78'], 3164.0), ([(175, 135, 135), 'RosyBrown'], 2865.0)];[([(192, 192, 192), 'Silver'], 9607.0), ([(128, 128, 128), 'Gray'], 5492.0), ([(0, 0, 0), 'Black'], 2523.0), ([(128, 0, 0), 'Maroon'], 1787.0), ([(255, 255, 255), 'White'], 952.0)];811715.0;1013584.0;6964.0791015625;7120.126953125;6958.18798828125;7013.3310546875;1679328.0;252.0543416085116;False
4542;4542;hn4mxYDmWgo;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4543;4543;holkOJx-TOU;12;['images\\maxresdefault\\4543_US_holkOJx-TOU_0.jpg'];[False];[200];['person'];[0.93882793];" 
";[];[([(238, 238, 238), 'Grey93'], 12917.0), ([(255, 255, 255), 'White'], 8480.0), ([(228, 228, 228), 'Grey89'], 3329.0), ([(78, 78, 78), 'Grey30'], 2821.0), ([(88, 88, 88), 'Grey35'], 2000.0)];[([(255, 255, 255), 'White'], 7333.0), ([(128, 128, 128), 'Gray'], 6985.0), ([(192, 192, 192), 'Silver'], 3202.0), ([(0, 0, 0), 'Black'], 2079.0), ([(128, 128, 0), 'Olive'], 466.0)];1132441.0;1123014.0;6257.9921875;5958.5185546875;6372.234375;6138.4970703125;1679405.0;320.1696602219426;False
4544;4544;hpapqEeb36k;7;['images\\maxresdefault\\4544_US_hpapqEeb36k_0.jpg'];[False];[200];['cake'];[0.5831135];" 
";[];[([(135, 95, 0), 'Orange4'], 14363.0), ([(0, 0, 0), 'Black'], 14180.0), ([(215, 175, 135), 'Tan'], 2944.0), ([(95, 0, 0), 'DarkRed'], 2515.0), ([(175, 95, 0), 'DarkOrange3'], 2441.0)];[([(128, 128, 0), 'Olive'], 13852.0), ([(192, 192, 192), 'Silver'], 2975.0), ([(128, 0, 0), 'Maroon'], 2579.0), ([(128, 128, 128), 'Gray'], 1016.0), ([(0, 0, 0), 'Black'], 243.0)];1437679.0;1099165.0;6921.05078125;6987.080078125;6917.77001953125;6837.2060546875;1679641.0;380.2872669031003;False
4545;4545;hphLiGW6FgE;6;['images\\maxresdefault\\4545_US_hphLiGW6FgE_0.jpg'];[False];[200];['person'];[0.774903];" 
";[];[([(8, 8, 8), 'Grey3'], 10761.0), ([(18, 18, 18), 'Grey7'], 7641.0), ([(0, 0, 0), 'Black'], 3542.0), ([(28, 28, 28), 'Grey11'], 3099.0), ([(68, 68, 68), 'Grey27'], 2883.0)];[([(0, 0, 0), 'Black'], 9954.0), ([(128, 128, 128), 'Gray'], 4871.0), ([(192, 192, 192), 'Silver'], 2880.0), ([(128, 0, 0), 'Maroon'], 1602.0), ([(255, 255, 255), 'White'], 800.0)];1232493.0;1248191.0;4423.84130859375;4103.88818359375;4270.2890625;4707.91162109375;1679436.0;315.3440109827251;False
4546;4546;hpsugpjc3dE;12;['images\\maxresdefault\\4546_US_hpsugpjc3dE_0.jpg'];[False];[200];[];[];" 
";[];[([(58, 58, 58), 'Grey23'], 6420.0), ([(48, 48, 48), 'Grey19'], 6410.0), ([(68, 68, 68), 'Grey27'], 4904.0), ([(95, 135, 95), 'DarkSeaGreen4'], 4381.0), ([(78, 78, 78), 'Grey30'], 4270.0)];[([(128, 128, 128), 'Gray'], 9083.0), ([(192, 192, 192), 'Silver'], 4270.0), ([(0, 128, 128), 'Teal'], 3382.0), ([(0, 0, 0), 'Black'], 2491.0), ([(0, 128, 0), 'Green'], 1237.0)];1150119.0;995680.0;5260.54248046875;5058.6044921875;4998.3046875;6626.0009765625;1678477.0;241.8706097700492;False
4547;4547;hpvDsw1D29w;3;['images\\maxresdefault\\4547_US_hpvDsw1D29w_0.jpg'];[False];[200];['person', 'person', 'tie', 'book'];[0.9321652, 0.86536825, 0.6052495, 0.5132679];" 
";['neutral', 'happy'];[([(38, 38, 38), 'Grey15'], 9372.0), ([(28, 28, 28), 'Grey11'], 8324.0), ([(48, 48, 48), 'Grey19'], 7206.0), ([(18, 18, 18), 'Grey7'], 6294.0), ([(58, 58, 58), 'Grey23'], 3664.0)];[([(0, 0, 0), 'Black'], 10604.0), ([(128, 128, 128), 'Gray'], 4416.0), ([(128, 0, 0), 'Maroon'], 3241.0), ([(0, 0, 128), 'Navy'], 1161.0), ([(128, 0, 128), 'Purple'], 436.0)];1395055.0;844534.0;6453.2666015625;6160.65771484375;6633.0341796875;5719.1103515625;1678875.0;193.0427868664912;False
4548;4548;hsYCNQ9DA-w;1;['images\\maxresdefault\\4548_US_hsYCNQ9DA-w_0.jpg'];[False];[200];['person'];[0.50794214];" 

a ee rene)
";['happy', 'happy', 'neutral', 'happy'];[([(255, 255, 255), 'White'], 9808.0), ([(8, 8, 8), 'Grey3'], 3812.0), ([(0, 0, 0), 'Black'], 3703.0), ([(18, 18, 18), 'Grey7'], 3646.0), ([(28, 28, 28), 'Grey11'], 2605.0)];[([(255, 255, 255), 'White'], 6682.0), ([(0, 0, 0), 'Black'], 5468.0), ([(128, 128, 128), 'Gray'], 2597.0), ([(192, 192, 192), 'Silver'], 2425.0), ([(0, 0, 128), 'Navy'], 903.0)];1058419.0;1106898.0;2545.92822265625;2140.6494140625;2360.228515625;2185.6513671875;1678048.0;329.23258208442974;False
4549;4549;htBvEmGPhAc;9;['images\\maxresdefault\\4549_US_htBvEmGPhAc_0.jpg'];[False];[200];[];[];" 

 

Mee
";[];[([(58, 58, 58), 'Grey23'], 5437.0), ([(255, 255, 255), 'White'], 4766.0), ([(48, 48, 48), 'Grey19'], 4682.0), ([(68, 68, 68), 'Grey27'], 3814.0), ([(78, 78, 78), 'Grey30'], 2950.0)];[([(128, 128, 128), 'Gray'], 9998.0), ([(255, 255, 255), 'White'], 4413.0), ([(0, 0, 0), 'Black'], 2933.0), ([(192, 192, 192), 'Silver'], 2556.0), ([(0, 128, 128), 'Teal'], 440.0)];1116581.0;1046760.0;4256.859375;4678.744140625;4601.32763671875;4227.861328125;1679700.0;258.05056629676244;False
4550;4550;htWO0--MbQg;7;['images\\maxresdefault\\4550_US_htWO0--MbQg_0.jpg'];[False];[200];['person', 'person'];[0.79102737, 0.57369715];" 
";['sad'];[([(135, 135, 95), 'Wheat4'], 4780.0), ([(58, 58, 58), 'Grey23'], 4122.0), ([(68, 68, 68), 'Grey27'], 3539.0), ([(175, 135, 95), 'LightSalmon3'], 3497.0), ([(48, 48, 48), 'Grey19'], 3227.0)];[([(128, 128, 128), 'Gray'], 5862.0), ([(192, 192, 192), 'Silver'], 4929.0), ([(0, 0, 0), 'Black'], 3906.0), ([(0, 0, 128), 'Navy'], 2813.0), ([(255, 255, 255), 'White'], 985.0)];1009440.0;966079.0;3266.546875;4355.93115234375;3496.087890625;3860.56396484375;1678481.0;258.70987301224113;False
4551;4551;htmLGVUqIos;10;['images\\maxresdefault\\4551_US_htmLGVUqIos_0.jpg'];[False];[200];['dog'];[0.57967436];" 
";[];[([(18, 18, 18), 'Grey7'], 9113.0), ([(28, 28, 28), 'Grey11'], 4331.0), ([(238, 238, 238), 'Grey93'], 3703.0), ([(255, 255, 215), 'Cornsilk1'], 2795.0), ([(255, 215, 215), 'MistyRose1'], 2712.0)];[([(128, 128, 0), 'Olive'], 4828.0), ([(192, 192, 192), 'Silver'], 4158.0), ([(0, 0, 0), 'Black'], 3451.0), ([(128, 0, 0), 'Maroon'], 3239.0), ([(128, 128, 128), 'Gray'], 2729.0)];1099537.0;995215.0;3567.958251953125;3546.228271484375;3151.99658203125;3883.63525390625;1679015.0;296.431415169889;False
4552;4552;htvR_dBs3eg;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4553;4553;hu_4yAZVNsU;7;['images\\maxresdefault\\4553_US_hu_4yAZVNsU_0.jpg'];[False];[200];['person'];[0.82173];"he A ye a ¥
ena |

  
";['angry'];[([(0, 0, 0), 'Black'], 6614.0), ([(28, 28, 28), 'Grey11'], 5014.0), ([(78, 78, 78), 'Grey30'], 4451.0), ([(68, 68, 68), 'Grey27'], 4302.0), ([(255, 175, 0), 'Orange1'], 4246.0)];[([(0, 0, 0), 'Black'], 7779.0), ([(128, 128, 128), 'Gray'], 5781.0), ([(255, 255, 0), 'Yellow'], 3782.0), ([(128, 128, 0), 'Olive'], 1358.0), ([(128, 0, 0), 'Maroon'], 1266.0)];1394489.0;1082964.0;4462.51611328125;5961.419921875;4386.0205078125;4458.935546875;1679258.0;229.70998741562752;False
4554;4554;hv3jeGUv9fY;12;['images\\maxresdefault\\4554_US_hv3jeGUv9fY_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 11096.0), ([(18, 18, 18), 'Grey7'], 7858.0), ([(28, 28, 28), 'Grey11'], 3822.0), ([(38, 38, 38), 'Grey15'], 3694.0), ([(8, 8, 8), 'Grey3'], 3641.0)];[([(0, 0, 0), 'Black'], 11533.0), ([(128, 128, 128), 'Gray'], 5996.0), ([(192, 192, 192), 'Silver'], 1184.0), ([(255, 255, 255), 'White'], 646.0), ([(128, 0, 0), 'Maroon'], 441.0)];1256428.0;1172489.0;3942.00927734375;3654.41845703125;4043.588134765625;4010.03662109375;1678975.0;327.76009609884454;False
4555;4555;hwQSOGrBYcI;9;['images\\maxresdefault\\4555_US_hwQSOGrBYcI_0.jpg'];[False];[200];['person'];[0.89508677];" 
";['sad'];[([(238, 238, 238), 'Grey93'], 21466.0), ([(228, 228, 228), 'Grey89'], 17396.0), ([(18, 18, 18), 'Grey7'], 6746.0), ([(135, 95, 95), 'LightPink4'], 1631.0), ([(28, 28, 28), 'Grey11'], 1370.0)];[([(255, 255, 255), 'White'], 11011.0), ([(128, 128, 128), 'Gray'], 4049.0), ([(0, 0, 0), 'Black'], 2191.0), ([(192, 192, 192), 'Silver'], 1958.0), ([(128, 0, 0), 'Maroon'], 1049.0)];1078146.0;954002.0;10991.6044921875;10760.15234375;10936.765625;10828.390625;1680106.0;1292.453952636998;False
4556;4556;hwQnXjZwQUQ;5;['images\\maxresdefault\\4556_US_hwQnXjZwQUQ_0.jpg'];[False];[200];['person', 'person', 'tie'];[0.9218585, 0.7897865, 0.68504494];" 
";['happy', 'neutral'];[([(18, 18, 18), 'Grey7'], 12194.0), ([(8, 8, 8), 'Grey3'], 7253.0), ([(135, 135, 255), 'LightSlateBlue'], 3997.0), ([(95, 135, 255), 'CornflowerBlue'], 3871.0), ([(28, 28, 28), 'Grey11'], 3861.0)];[([(0, 0, 0), 'Black'], 6878.0), ([(128, 128, 128), 'Gray'], 4329.0), ([(192, 192, 192), 'Silver'], 4118.0), ([(128, 128, 0), 'Olive'], 2856.0), ([(128, 0, 0), 'Maroon'], 2263.0)];1178501.0;1148731.0;5615.17578125;5190.6318359375;5468.3623046875;5206.91552734375;1679393.0;310.17675323189565;False
4557;4557;hwjdXBxeWsc;16;['images\\maxresdefault\\4557_US_hwjdXBxeWsc_0.jpg'];[False];[200];[];[];" 
";[];[([(18, 18, 18), 'Grey7'], 7124.0), ([(28, 28, 28), 'Grey11'], 6165.0), ([(175, 95, 0), 'DarkOrange3'], 3729.0), ([(135, 95, 95), 'LightPink4'], 3494.0), ([(215, 175, 95), 'LightGoldenrod3'], 3097.0)];[([(128, 128, 0), 'Olive'], 5496.0), ([(192, 192, 192), 'Silver'], 5334.0), ([(0, 0, 0), 'Black'], 3303.0), ([(128, 128, 128), 'Gray'], 2772.0), ([(255, 255, 255), 'White'], 1661.0)];1028807.0;1069377.0;3690.86572265625;3624.953125;3424.6708984375;3925.273681640625;1679069.0;250.24608168401784;False
4558;4558;hwx2n-Rf0f8;4;['images\\maxresdefault\\4558_US_hwx2n-Rf0f8_0.jpg'];[False];[200];['donut'];[0.92383945];"B

   
";[];[([(175, 135, 135), 'RosyBrown'], 5839.0), ([(175, 95, 95), 'IndianRed'], 5543.0), ([(135, 95, 95), 'LightPink4'], 4665.0), ([(215, 175, 175), 'MistyRose3'], 3717.0), ([(255, 215, 255), 'Thistle1'], 3526.0)];[([(128, 128, 128), 'Gray'], 9108.0), ([(128, 0, 0), 'Maroon'], 4455.0), ([(192, 192, 192), 'Silver'], 4272.0), ([(128, 128, 0), 'Olive'], 2095.0), ([(255, 255, 255), 'White'], 523.0)];852913.0;978698.0;5811.77978515625;4110.3974609375;5520.7109375;7113.3359375;1679070.0;198.72909278114633;False
4559;4559;hxAiXfyYX2E;1;['images\\maxresdefault\\4559_US_hxAiXfyYX2E_0.jpg'];[False];[200];['person', 'train', 'person', 'car'];[0.8931828, 0.78436434, 0.7120753, 0.5485279];" 
";[];[([(95, 95, 135), 'MediumPurple4'], 5212.0), ([(78, 78, 78), 'Grey30'], 4575.0), ([(18, 18, 18), 'Grey7'], 4417.0), ([(68, 68, 68), 'Grey27'], 4297.0), ([(95, 95, 175), 'SlateBlue3'], 3639.0)];[([(128, 128, 128), 'Gray'], 5168.0), ([(128, 0, 128), 'Purple'], 4373.0), ([(0, 128, 128), 'Teal'], 2458.0), ([(0, 0, 128), 'Navy'], 2124.0), ([(0, 0, 0), 'Black'], 2066.0)];1518235.0;1131547.0;6754.56689453125;3723.04736328125;6630.783203125;5430.8583984375;1679423.0;182.84521221828166;False
4560;4560;hz7ukDjuq4w;5;['images\\maxresdefault\\4560_US_hz7ukDjuq4w_0.jpg'];[False];[200];[];[];" 

 
";[];[([(175, 175, 255), 'LightSteelBlue'], 8173.0), ([(255, 255, 255), 'White'], 6364.0), ([(175, 175, 215), 'LightSteelBlue3'], 3207.0), ([(215, 215, 255), 'LightSteelBlue1'], 2977.0), ([(175, 215, 255), 'LightSkyBlue1'], 2414.0)];[([(192, 192, 192), 'Silver'], 12398.0), ([(255, 255, 255), 'White'], 4371.0), ([(128, 128, 128), 'Gray'], 2115.0), ([(0, 0, 255), 'Blue'], 1331.0), ([(128, 0, 128), 'Purple'], 483.0)];943593.0;951039.0;6006.2841796875;9286.4921875;5665.7958984375;4917.6064453125;1678866.0;235.94680242535176;False
4561;4561;hzTORk64aXg;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4562;4562;i-LCORFB860;2;['images\\maxresdefault\\4562_US_i-LCORFB860_0.jpg'];[False];[200];[];[];" 

© BOKITO TV
";[];[([(128, 128, 128), 'Grey'], 31421.0), ([(118, 118, 118), 'Grey46'], 12577.0), ([(135, 135, 135), 'Grey53'], 6637.0), ([(138, 138, 138), 'Grey54'], 3197.0), ([(148, 148, 148), 'Grey58'], 1562.0)];[([(128, 128, 128), 'Gray'], 19607.0), ([(192, 192, 192), 'Silver'], 797.0), ([(255, 255, 255), 'White'], 332.0), ([(0, 0, 0), 'Black'], 0.0), ([(255, 0, 0), 'Red'], 0.0)];187358.0;537292.0;13686.9462890625;13464.83203125;13808.685546875;13924.8798828125;1680501.0;1045.3411508980666;False
4563;4563;i04pYZGDHIc;15;['images\\maxresdefault\\4563_US_i04pYZGDHIc_0.jpg'];[False];[200];['bowl', 'bowl'];[0.5365623, 0.5352917];" 
";[];[([(175, 0, 0), 'Red3'], 9822.0), ([(175, 95, 0), 'DarkOrange3'], 7263.0), ([(238, 238, 238), 'Grey93'], 6956.0), ([(228, 228, 228), 'Grey89'], 6257.0), ([(135, 0, 0), 'DarkRed'], 3264.0)];[([(255, 255, 255), 'White'], 7103.0), ([(128, 0, 0), 'Maroon'], 4687.0), ([(192, 192, 192), 'Silver'], 3556.0), ([(128, 128, 0), 'Olive'], 2412.0), ([(128, 128, 128), 'Gray'], 1779.0)];1262365.0;1175763.0;6551.275390625;5733.853515625;5166.9013671875;7596.2802734375;1679003.0;285.84178011669144;False
4564;4564;i0p1bmr0EmE;14;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
